Order Date,Segment,Market,Sales,Profit
25-08-2014,Consumer,APAC,91.962,1.002
16-08-2014,Corporate,APAC,297.432,-143.808
05-03-2011,Consumer,US,97.82,45.9754
26-09-2014,Corporate,LATAM,93.6,42.9
14-05-2013,Consumer,LATAM,64.4,12.2
02-10-2014,Consumer,LATAM,747.18,358.56
17-12-2014,Corporate,LATAM,75.36,30.12
15-11-2013,Corporate,LATAM,62.46,22.44
15-03-2012,Consumer,LATAM,26.76,1.56
27-11-2012,Corporate,EU,99.792,-13.398
17-03-2014,Corporate,APAC,138.8241,17.0541
22-05-2014,Home Office,APAC,164.349,-7.311
10-04-2013,Consumer,APAC,287.9436,38.1036
23-08-2013,Consumer,US,134.288,45.3222
03-06-2011,Corporate,Africa,143.1,5.7
15-11-2012,Corporate,Africa,137.34,0
09-04-2012,Corporate,LATAM,94.44,45.24
18-10-2013,Corporate,LATAM,136.64,19.04
11-06-2014,Home Office,EU,175.875,-12.675
25-11-2013,Consumer,US,41.92,3.668
13-11-2012,Consumer,US,84.96,6.372
29-03-2013,Home Office,Africa,193.56,60
23-09-2013,Consumer,Africa,52.92,24.33
18-08-2011,Home Office,LATAM,55.824,-2.796
11-03-2013,Home Office,LATAM,54.6,21.84
06-10-2012,Consumer,LATAM,141.288,-73.052
20-09-2013,Consumer,LATAM,34.7,3.1
08-08-2014,Consumer,EU,103.14,39.06
28-07-2014,Consumer,EU,83.4,3.3
13-04-2012,Consumer,EU,82.89,12.42
12-09-2013,Corporate,EU,70.05,25.8
31-05-2012,Corporate,EU,65.28,30.48
03-09-2013,Consumer,EU,34.29,8.19
06-11-2014,Consumer,APAC,51.111,2.781
15-08-2013,Home Office,APAC,159.165,21.165
15-11-2014,Corporate,US,96.36,25.0536
23-07-2013,Consumer,LATAM,75.96,37.92
10-10-2013,Consumer,LATAM,54.18,12.46
26-06-2013,Consumer,LATAM,48.06,16.32
28-08-2014,Corporate,LATAM,128.8,1.28
12-09-2014,Home Office,EU,60.39,15.66
11-05-2012,Consumer,EU,268.812,83.592
06-08-2013,Consumer,EU,124.44,39.48
05-11-2011,Consumer,APAC,121.275,-63.105
20-09-2013,Corporate,APAC,104.463,-88.737
18-05-2012,Corporate,APAC,88.74,0.81
15-02-2014,Consumer,APAC,118.935,26.385
22-04-2011,Corporate,APAC,175.9176,-56.5224
06-09-2014,Consumer,EMEA,84.96,39.06
26-11-2013,Corporate,EMEA,137.58,4.08
22-10-2014,Consumer,EMEA,122.76,56.4
08-11-2011,Consumer,LATAM,84.48,32.8
15-05-2014,Corporate,LATAM,36.32,-22.72
18-09-2012,Corporate,LATAM,121.92,47.52
14-11-2013,Corporate,EU,132.15,2.55
25-08-2014,Consumer,EU,77.7,4.62
07-11-2014,Corporate,EU,244.8,33.6
21-03-2011,Consumer,EU,47.25,6.93
29-12-2011,Home Office,APAC,78.327,9.567
09-01-2014,Consumer,APAC,37.38,1.08
13-01-2012,Corporate,APAC,68.607,30.387
09-01-2011,Home Office,APAC,157.8225,-2.9775
01-07-2013,Consumer,APAC,178.32,76.56
14-09-2011,Consumer,US,142.4,52.688
12-09-2014,Corporate,EMEA,78.99,23.67
09-07-2011,Consumer,Canada,127.8,47.28
11-10-2013,Corporate,LATAM,341.94,54.66
14-05-2013,Consumer,LATAM,66.88,32.76
08-12-2011,Corporate,LATAM,55.92,10.62
11-11-2011,Consumer,LATAM,85.62,39.38
11-06-2014,Corporate,EU,105.72,9.48
14-11-2014,Consumer,EU,216,30.24
04-09-2014,Consumer,APAC,119.25,21.42
30-09-2013,Consumer,APAC,168.3,79.08
03-01-2011,Consumer,APAC,159.444,-95.676
02-12-2014,Corporate,US,70.68,31.0992
12-02-2011,Consumer,US,60.89,15.2225
21-02-2012,Consumer,LATAM,73.2,25.6
02-11-2012,Corporate,EU,147.663,-0.027
27-07-2011,Consumer,EU,380.916,-12.744
11-04-2014,Home Office,APAC,338.6616,-92.7984
07-11-2011,Consumer,APAC,53.16,26.52
31-05-2013,Consumer,US,123.92,9.294
07-11-2014,Home Office,US,41.4,19.872
18-05-2012,Consumer,Africa,206.4,92.88
06-06-2014,Consumer,LATAM,77.472,8.992
01-10-2012,Corporate,EU,97.236,-29.184
08-06-2011,Consumer,EU,146.736,-14.724
06-10-2011,Consumer,EU,194.4,70.44
05-06-2014,Home Office,APAC,121.9212,-101.2188
11-12-2013,Corporate,APAC,36.288,14.508
31-05-2012,Home Office,APAC,74.79,35.1
27-12-2013,Consumer,US,89.97,18.8937
19-08-2013,Home Office,Africa,85.32,1.62
14-07-2014,Consumer,Africa,43.92,19.32
07-06-2011,Consumer,EMEA,130.32,45.6
09-06-2014,Corporate,Africa,85.464,-71.256
27-06-2014,Home Office,LATAM,201,52.2
09-12-2013,Consumer,EU,114.78,5.7
16-01-2012,Consumer,APAC,67.8,17.58
07-02-2013,Consumer,APAC,142.2,29.7
29-05-2012,Home Office,APAC,136.95,40.95
07-12-2013,Corporate,APAC,149.58,14.94
16-10-2012,Corporate,APAC,149.28,7.44
11-04-2014,Consumer,US,95.736,20.3439
20-07-2011,Consumer,US,27.36,-21.888
11-11-2014,Consumer,US,111.79,43.5981
18-06-2014,Home Office,US,101.34,8.1072
06-04-2011,Corporate,US,65.568,23.7684
09-10-2014,Corporate,LATAM,102.696,-154.044
13-06-2014,Consumer,LATAM,64.3,17.3
25-11-2011,Consumer,LATAM,76.08,9.12
25-10-2012,Consumer,LATAM,54.12,12.96
15-12-2011,Home Office,EU,112.62,56.31
01-09-2014,Consumer,EU,101.58,13.2
10-06-2014,Consumer,EU,162.54,81.24
04-04-2011,Consumer,EU,50.7,13.68
25-06-2013,Home Office,APAC,120.5658,14.4558
26-11-2012,Consumer,APAC,122.94,50.4
15-09-2012,Consumer,APAC,111.3,18.9
21-11-2013,Home Office,US,255.984,54.3966
09-07-2011,Home Office,US,119.833,7.049
19-07-2014,Consumer,EMEA,156.456,-39.114
09-12-2014,Consumer,EMEA,56.46,14.1
12-04-2014,Corporate,EMEA,121.32,7.26
27-12-2011,Consumer,EMEA,25.29,1.26
02-08-2014,Corporate,EMEA,88.155,-144.015
24-05-2012,Consumer,LATAM,35.44,14.52
06-06-2014,Home Office,LATAM,109.848,-47.632
08-11-2013,Consumer,EU,143.325,-25.875
18-01-2013,Corporate,EU,151.875,-3.075
05-03-2013,Consumer,EU,262.14,28.8
23-08-2012,Consumer,US,97.88,48.94
20-07-2011,Consumer,US,43.02,15.4872
10-05-2014,Home Office,US,66.96,2.6784
18-12-2014,Consumer,EMEA,150.744,-128.136
17-09-2014,Home Office,EU,112.32,6.72
26-09-2011,Home Office,EU,79.74,14.22
25-06-2014,Consumer,EU,124.593,39.573
26-05-2014,Consumer,APAC,74.655,-3.345
30-08-2013,Home Office,US,95.976,-10.7973
14-09-2012,Corporate,US,170.136,-8.5068
30-04-2011,Corporate,EMEA,96.42,23.1
25-03-2011,Consumer,EMEA,109.98,5.49
25-11-2013,Corporate,EU,126.375,-98.625
27-01-2014,Corporate,EU,72.009,-4.851
26-08-2014,Consumer,APAC,74.565,-26.865
01-08-2011,Consumer,APAC,253.3635,-35.0865
24-07-2014,Consumer,APAC,56.448,-23.532
10-01-2013,Corporate,US,69.98,13.2962
22-10-2014,Consumer,Africa,58.08,2.28
09-12-2014,Corporate,EMEA,230.22,108.18
29-09-2014,Consumer,EMEA,194.4,83.52
04-11-2014,Corporate,LATAM,109.272,-49.208
28-01-2014,Consumer,EU,255.45,73.95
10-02-2014,Consumer,APAC,123.6534,-1.5066
17-10-2013,Corporate,US,142.182,-37.9152
12-10-2011,Corporate,EMEA,89.442,-193.818
01-05-2012,Consumer,Canada,51.9,11.4
01-03-2013,Consumer,Africa,44.496,-37.104
01-08-2011,Consumer,EMEA,196.02,90
06-05-2014,Corporate,Africa,123.93,61.95
03-11-2012,Consumer,EMEA,172.98,20.73
15-02-2011,Consumer,Africa,132.84,1.32
12-03-2012,Consumer,EU,95.418,32.838
06-10-2014,Consumer,APAC,64.233,15.633
07-11-2014,Consumer,APAC,31.0365,-20.8935
09-09-2014,Corporate,APAC,155.7,55.98
09-04-2014,Home Office,APAC,54.918,13.338
09-05-2014,Consumer,US,81.08,22.7024
06-07-2014,Corporate,Africa,109.74,35.1
22-11-2014,Corporate,Africa,122.88,9.72
09-09-2013,Corporate,EMEA,175.32,-122.76
10-11-2012,Corporate,LATAM,139.572,-79.128
25-10-2012,Home Office,LATAM,170.3,1.7
28-11-2011,Corporate,LATAM,73.44,5.04
17-08-2013,Corporate,EU,29.55,0
01-06-2013,Corporate,EU,179.172,35.772
12-05-2012,Consumer,EU,315.18,56.7
22-02-2014,Consumer,EU,94.65,37.8
12-11-2013,Corporate,US,92.94,25.0938
08-08-2011,Home Office,EMEA,96.9,0
07-06-2013,Consumer,LATAM,64.68,23.92
19-12-2014,Consumer,LATAM,117.4472,-45.5928
11-05-2013,Corporate,LATAM,51.68,-1.96
09-10-2013,Home Office,LATAM,86.688,-10.872
18-06-2013,Consumer,EU,149.58,0
20-03-2014,Consumer,EU,39.54,16.56
15-12-2011,Home Office,EU,168.318,7.398
11-11-2014,Consumer,APAC,136.5,15
05-06-2013,Consumer,US,136.784,5.1294
19-09-2014,Consumer,LATAM,56.736,-3.804
09-06-2014,Corporate,EU,266.895,74.115
28-12-2013,Consumer,EU,41.352,-28.968
24-04-2012,Consumer,EU,59.85,1.05
25-08-2011,Home Office,APAC,115.425,11.475
26-09-2011,Corporate,APAC,102.42,34.74
22-01-2014,Home Office,US,99.696,33.6474
05-03-2013,Consumer,US,128.4,64.2
27-06-2014,Corporate,US,68.52,31.5192
26-11-2013,Consumer,US,59.98,17.994
08-01-2014,Consumer,US,61.02,0.6102
25-06-2012,Consumer,US,47.952,16.1838
14-06-2014,Home Office,Africa,136.74,13.65
24-05-2012,Corporate,EMEA,46.41,23.19
18-09-2014,Consumer,LATAM,37.5,16.08
05-08-2011,Consumer,LATAM,124.32,49.7
31-03-2014,Corporate,EU,115.08,26.46
02-07-2014,Consumer,EU,79.74,0
26-01-2013,Corporate,EU,125.37,0
15-11-2013,Consumer,APAC,64.2765,7.8765
27-12-2014,Home Office,APAC,192.555,-154.125
19-05-2014,Corporate,APAC,236.97,-102.78
19-11-2014,Consumer,Africa,166.92,66.72
12-11-2013,Consumer,LATAM,74.72,3.68
14-03-2014,Home Office,LATAM,48.7,17.5
25-06-2014,Consumer,LATAM,123.76,0
16-08-2014,Corporate,EU,88.11,30.78
02-11-2011,Corporate,EU,85.23,35.73
24-10-2014,Consumer,EU,462.132,169.332
01-05-2012,Consumer,APAC,170.88,1.68
10-02-2013,Consumer,APAC,106.1055,23.2155
10-05-2012,Consumer,APAC,70.08,25.2
06-10-2011,Corporate,APAC,56.64,24.9
05-05-2011,Consumer,US,127.869,-9.1335
07-10-2011,Consumer,Africa,162.54,81.24
05-09-2013,Consumer,EU,70.95,14.1
13-07-2013,Consumer,APAC,100.8,6
24-01-2011,Consumer,APAC,110.808,8.568
29-08-2011,Consumer,APAC,260.88,12.96
24-12-2012,Consumer,US,111.984,11.1984
28-07-2014,Consumer,EMEA,98.88,6.9
09-06-2012,Consumer,Africa,84.978,-124.662
09-06-2014,Consumer,EMEA,45.216,-17.064
29-12-2014,Corporate,EMEA,176.94,37.08
20-03-2013,Corporate,LATAM,142.2,58.3
02-02-2012,Consumer,LATAM,122.892,-67.648
27-10-2012,Consumer,LATAM,24.72,5.16
22-11-2013,Home Office,EU,51.81,18.63
11-10-2013,Consumer,APAC,102.1149,-12.3051
13-11-2013,Consumer,US,110.096,33.0288
31-05-2013,Home Office,US,125.99,35.2772
26-02-2014,Consumer,US,196.784,-22.1382
21-08-2012,Consumer,Africa,145.32,30.48
29-11-2011,Corporate,EMEA,84.84,3.39
21-07-2014,Consumer,Africa,53.64,13.41
11-09-2012,Corporate,EMEA,163.32,21.12
15-09-2014,Consumer,LATAM,138.36,42.88
07-11-2013,Corporate,LATAM,152.704,5.704
07-05-2013,Home Office,EU,80.01,3.15
07-06-2013,Home Office,EU,172.692,15.252
02-08-2012,Corporate,EU,77.67,-20.25
11-05-2013,Corporate,EU,126.78,-55.86
15-02-2013,Home Office,EU,226.08,63.24
28-12-2012,Consumer,EU,132.15,11.85
02-11-2012,Consumer,APAC,343.77,120.12
18-06-2014,Consumer,APAC,135.594,-6.066
01-09-2011,Consumer,US,31.104,10.8864
22-08-2014,Consumer,EMEA,103.14,-98.01
16-08-2011,Consumer,Africa,133.2,23.97
05-10-2013,Corporate,LATAM,145.26,-38.76
19-09-2013,Corporate,LATAM,114.34,6.86
06-09-2011,Corporate,EU,153.6,46.05
08-08-2014,Consumer,APAC,87.42,32.34
16-08-2014,Corporate,APAC,105.552,-56.328
19-12-2014,Corporate,US,99.95,22.9885
05-03-2013,Corporate,US,159.98,57.5928
09-10-2013,Consumer,Africa,45.75,21.03
04-01-2012,Consumer,EMEA,41.73,16.26
02-05-2011,Consumer,Africa,97.74,28.32
22-03-2013,Consumer,LATAM,136.5936,-144.8464
18-04-2013,Corporate,LATAM,132.048,-55.032
14-06-2013,Corporate,LATAM,172.8,-28.8
09-01-2014,Consumer,EU,94.05,15.9
09-05-2014,Consumer,EU,78.57,24.3
10-12-2013,Consumer,US,122.12,56.1752
09-07-2012,Consumer,US,153.36,70.5456
08-10-2012,Consumer,US,145.9,62.737
07-06-2013,Consumer,LATAM,152.22,25.86
07-06-2011,Consumer,LATAM,104.02,14.56
11-04-2011,Corporate,LATAM,82.84,21.52
07-02-2011,Consumer,EU,111.84,4.44
07-12-2011,Consumer,EU,155.7,34.2
23-07-2013,Home Office,EU,146.85,51.3
19-02-2011,Consumer,APAC,118.35,36.63
02-08-2012,Consumer,APAC,120.096,-1.344
04-11-2014,Consumer,APAC,137.088,-8.592
16-12-2014,Consumer,APAC,94.788,-41.112
10-05-2013,Consumer,US,93.98,13.1572
04-12-2012,Corporate,US,110.352,8.2764
21-09-2013,Consumer,US,83.7,41.013
06-08-2013,Corporate,US,197.05,59.115
14-02-2012,Home Office,Africa,96.6,11.58
30-06-2014,Corporate,EMEA,94.896,-33.264
25-05-2011,Consumer,Africa,102.72,19.5
05-03-2012,Consumer,EMEA,67.176,-16.794
13-11-2013,Corporate,Africa,23.94,0.42
18-06-2013,Consumer,LATAM,128.88,-51.6
18-12-2013,Consumer,LATAM,157.2848,35.9248
27-08-2013,Corporate,LATAM,55.36,1.64
10-05-2011,Consumer,LATAM,166.1,54.8
06-10-2012,Consumer,LATAM,42.72,-2.16
12-08-2014,Home Office,EU,107.82,24.78
14-09-2014,Corporate,APAC,151.56,39.33
03-04-2011,Corporate,APAC,58.56,8.16
19-04-2013,Corporate,US,127.88,-67.137
06-03-2012,Corporate,Africa,65.22,15
25-06-2012,Consumer,Canada,117.96,24.72
25-03-2013,Consumer,EMEA,63.84,23.52
04-12-2013,Home Office,LATAM,183.92,51.48
18-12-2013,Home Office,LATAM,114.3,19.4
21-05-2013,Consumer,LATAM,65.28,31.32
14-11-2012,Corporate,LATAM,146.736,-16.524
28-06-2012,Corporate,EU,82.35,23.04
26-09-2013,Corporate,EU,187.986,-17.694
05-09-2012,Consumer,APAC,74.52,10.35
12-01-2012,Consumer,APAC,126.9135,28.3635
18-02-2014,Home Office,APAC,74.6505,-49.3995
11-06-2012,Corporate,APAC,84.06,3.24
02-04-2013,Consumer,US,59.52,15.4752
22-12-2014,Consumer,US,69.5,20.155
01-04-2014,Home Office,US,61,25.62
04-10-2014,Home Office,US,83.92,21.8192
19-04-2013,Consumer,US,203.92,55.0584
11-09-2012,Corporate,EMEA,61.2,18.96
02-11-2011,Corporate,Canada,102.84,9.24
24-11-2014,Corporate,Africa,168.3,58.89
29-07-2013,Home Office,EMEA,146.736,-102.744
25-09-2014,Consumer,EMEA,104.196,-125.064
25-01-2013,Consumer,Canada,107.64,7.44
20-12-2013,Consumer,LATAM,48.632,-57.148
10-11-2011,Consumer,LATAM,64.68,23.92
21-01-2014,Consumer,LATAM,382.51668,-257.14332
16-04-2013,Consumer,LATAM,85.14,16.92
31-12-2012,Corporate,EU,52.74,21.6
13-05-2014,Corporate,EU,39.555,-7.155
24-10-2014,Consumer,EU,280.125,9.315
21-05-2014,Consumer,APAC,116.55,31.29
25-12-2011,Home Office,APAC,81.66,3.24
28-05-2013,Consumer,APAC,63.18,-6.36
27-02-2014,Home Office,US,81.92,22.1184
20-02-2014,Home Office,US,44.67,12.0609
13-12-2011,Corporate,US,87.96,7.6965
06-06-2013,Corporate,US,61.38,15.9588
20-08-2012,Corporate,EMEA,97.32,45.72
11-01-2013,Home Office,Africa,142.08,22.71
15-12-2014,Consumer,Africa,57,5.7
29-07-2011,Consumer,EMEA,127.47,1.26
02-08-2013,Corporate,LATAM,65.28,-17.42
01-10-2014,Home Office,LATAM,49.968,2.448
02-12-2014,Consumer,EU,143.04,48.48
13-06-2012,Corporate,EU,83.88,3.33
15-10-2013,Consumer,EU,97.578,11.898
05-07-2014,Consumer,APAC,95.49,39.15
08-03-2011,Consumer,APAC,143.316,-12.804
16-02-2012,Consumer,US,87.71,41.2237
30-11-2011,Consumer,US,102.24,-16.614
29-09-2014,Corporate,Africa,74.55,12.66
17-10-2014,Corporate,LATAM,44.784,-20.256
12-01-2012,Corporate,LATAM,148.104,-46.956
03-07-2013,Consumer,EU,66.015,-7.335
13-11-2014,Consumer,EU,120.888,-16.632
03-05-2014,Corporate,EU,102.9,20.58
25-10-2011,Home Office,APAC,150.09,-132.09
28-01-2011,Corporate,APAC,132.0495,-5.0505
01-10-2012,Corporate,APAC,53.676,-18.864
05-08-2013,Home Office,US,109.8,46.116
06-08-2012,Corporate,US,27.216,9.8658
02-11-2011,Consumer,US,89.34,24.1218
11-08-2014,Consumer,EMEA,46.98,19.26
14-06-2013,Consumer,LATAM,30.4,0.56
20-12-2013,Home Office,LATAM,82.22,18.08
09-07-2011,Corporate,LATAM,49.296,-10.704
10-10-2011,Home Office,EU,119.55,26.25
14-06-2012,Home Office,EU,84.159,3.699
03-12-2012,Consumer,EU,116.4,25.44
09-12-2014,Consumer,EU,174.96,50.58
06-09-2013,Consumer,APAC,289.26,95.4
23-11-2012,Consumer,APAC,73.3785,-31.9215
12-09-2014,Consumer,APAC,100.116,42.066
27-11-2014,Consumer,APAC,189.432,-22.248
31-12-2014,Consumer,EMEA,43.8,13.56
02-04-2011,Home Office,LATAM,230.67252,-85.64748
18-04-2012,Consumer,LATAM,112.54,46.14
17-11-2014,Corporate,EU,96,48
10-10-2013,Corporate,APAC,219.996,34.146
20-07-2011,Home Office,APAC,36.882,12.702
02-12-2014,Consumer,US,105.584,9.2386
11-11-2014,Corporate,US,38.388,-25.592
22-11-2013,Consumer,US,195.136,-12.196
21-11-2012,Consumer,US,66.048,23.1168
05-06-2014,Consumer,Africa,101.58,13.2
05-03-2014,Home Office,LATAM,91.424,15.984
08-01-2013,Consumer,LATAM,79.44,12.84
30-10-2013,Home Office,LATAM,97.8,24.42
02-04-2011,Home Office,LATAM,114.76728,-61.15272
11-07-2012,Consumer,LATAM,147.712,12.912
12-12-2011,Corporate,LATAM,135.57856,-23.14144
26-11-2014,Consumer,LATAM,98.76,-44.48
12-09-2012,Consumer,LATAM,109.38,42.6
15-11-2012,Corporate,EU,149.22,35.73
05-08-2014,Consumer,APAC,127.17,32.49
26-11-2013,Consumer,APAC,101.412,20.232
04-10-2012,Corporate,APAC,87.2496,18.8496
13-09-2013,Corporate,APAC,51.81,-17.91
01-06-2012,Consumer,EMEA,56.46,14.1
05-11-2014,Corporate,EMEA,94.38,19.8
03-06-2014,Consumer,LATAM,272.5,106.2
28-08-2013,Consumer,LATAM,124.5,37.3
25-10-2014,Consumer,LATAM,102.32,37.84
08-06-2011,Consumer,EU,152.28,44.16
01-08-2013,Consumer,EU,37.26,8.91
01-08-2014,Corporate,APAC,87.84,12.24
03-05-2011,Corporate,APAC,116.64,17.46
18-09-2013,Corporate,US,109.48,33.9388
20-02-2014,Consumer,EMEA,49.842,-103.158
06-03-2012,Corporate,Africa,108.42,22.74
15-10-2012,Consumer,LATAM,100.864,-60.576
06-11-2013,Home Office,EU,122.43,14.49
24-06-2014,Home Office,EU,82.32,39.48
09-06-2014,Home Office,APAC,125.064,34.704
21-12-2013,Consumer,US,33.9,15.594
19-09-2013,Consumer,EMEA,146.364,-201.276
07-03-2014,Home Office,Africa,100.2,6
19-05-2014,Corporate,LATAM,272.24,51.72
02-05-2014,Consumer,EU,154.89,26.28
26-01-2014,Corporate,EU,313.4205,44.2305
15-08-2013,Consumer,EU,110.784,-110.796
11-01-2012,Consumer,APAC,142.68,45.6
05-03-2013,Consumer,APAC,37.395,4.095
19-10-2013,Consumer,APAC,51.48,14.4
14-11-2011,Home Office,US,69.264,14.6224
20-09-2014,Corporate,US,149.95,31.4895
22-09-2012,Consumer,Africa,69.84,22.32
23-02-2011,Consumer,EMEA,49.32,5.4
08-03-2011,Corporate,Africa,79.875,-106.515
05-09-2012,Consumer,EMEA,48,1.92
01-06-2013,Corporate,LATAM,80.952,-4.048
05-12-2013,Consumer,LATAM,59.52,14.24
12-11-2013,Corporate,EU,325.08,64.8
31-10-2011,Home Office,EU,253.92,5.04
29-08-2013,Corporate,APAC,56.124,-27.156
13-10-2011,Corporate,US,245.98,27.0578
11-07-2014,Corporate,US,41.91,10.8966
11-07-2014,Corporate,LATAM,64.02,5.76
18-11-2013,Consumer,LATAM,89.6,27.7
10-04-2012,Home Office,LATAM,132.84,29.22
25-07-2014,Consumer,LATAM,116.76,-44.8
10-09-2013,Consumer,LATAM,97.6,-8.56
26-08-2014,Consumer,EU,114.66,46.98
17-10-2012,Corporate,EU,114.75,10.26
15-12-2011,Corporate,APAC,135.999,2.979
22-10-2014,Home Office,APAC,57.6,0.96
20-12-2011,Consumer,US,51.968,10.3936
24-02-2014,Corporate,US,71.96,25.186
09-06-2011,Consumer,EMEA,169.74,32.25
26-12-2012,Corporate,LATAM,95,25.6
05-01-2014,Consumer,LATAM,150.72,10.32
19-09-2011,Corporate,EU,311.4,68.4
28-02-2013,Consumer,EU,70.05,25.8
07-01-2011,Corporate,EU,33.39,2.25
25-09-2013,Consumer,EU,61.8,6.15
26-01-2013,Corporate,EU,190.8,89.55
25-10-2012,Consumer,APAC,68.4,7.5
28-11-2013,Corporate,US,34.95,15.378
11-09-2014,Consumer,US,259.896,-56.3108
04-04-2011,Consumer,LATAM,75.76,31.04
02-06-2014,Corporate,EU,74.88,-25.47
02-03-2012,Corporate,EU,89.73,35.82
31-10-2012,Consumer,EU,72.765,-26.235
02-10-2014,Home Office,EU,269.244,65.784
01-01-2011,Consumer,APAC,120.366,36.036
27-10-2014,Consumer,US,118.65,19.775
23-01-2012,Consumer,EMEA,90.24,44.16
03-12-2011,Corporate,LATAM,158.4,41.04
14-04-2014,Corporate,EU,114,11.4
23-11-2011,Consumer,EU,100.26,21
05-06-2013,Home Office,EU,98.04,39.12
30-05-2013,Corporate,EU,134.136,-71.604
14-01-2011,Corporate,APAC,98.7525,-23.7375
13-06-2012,Consumer,APAC,60.8334,-3.4866
09-11-2012,Corporate,APAC,94.8,22.74
22-04-2014,Home Office,APAC,109.095,-102.585
28-04-2011,Corporate,US,159.98,57.5928
10-06-2011,Consumer,Africa,101.016,-144.804
20-08-2013,Home Office,Africa,28.26,-48.06
19-10-2011,Home Office,EMEA,98.46,39.36
21-10-2013,Consumer,EMEA,146.064,-186.336
16-11-2012,Corporate,LATAM,159.84,63.9
16-08-2014,Consumer,LATAM,113.304,-34.016
27-02-2013,Consumer,EU,137.22,48
07-08-2013,Corporate,EU,95.22,37.98
20-12-2011,Consumer,EU,88.128,22.488
18-10-2014,Corporate,APAC,115.11,13.77
20-09-2013,Consumer,APAC,201.447,26.847
13-02-2012,Consumer,APAC,39.816,-19.944
06-09-2013,Consumer,US,192.16,92.2368
13-01-2012,Consumer,Africa,246.3,19.68
06-07-2013,Corporate,EMEA,115.92,38.16
19-08-2013,Corporate,EMEA,122.61,9.78
06-11-2014,Consumer,EMEA,174.24,59.22
14-08-2012,Consumer,EMEA,173.76,17.28
19-05-2013,Consumer,EMEA,101.76,46.8
18-02-2013,Consumer,Africa,168.24,57.18
13-03-2012,Home Office,LATAM,98.4,21.6
22-02-2012,Home Office,EU,147.492,-31.968
08-03-2011,Consumer,EU,117.18,15.12
21-05-2014,Consumer,APAC,82.89,36.45
08-11-2012,Consumer,APAC,125.793,20.943
22-08-2014,Consumer,APAC,322.1271,-4.4829
22-08-2012,Corporate,US,50.112,16.2864
07-08-2014,Corporate,US,115.296,40.3536
25-05-2012,Corporate,US,32.368,11.7334
16-08-2012,Home Office,EMEA,62.07,23.58
28-12-2012,Corporate,LATAM,37.2,-7.02
22-10-2014,Consumer,LATAM,154.7,0
17-10-2014,Consumer,EU,117.6,57.6
19-12-2013,Consumer,APAC,115.56,12.6
25-03-2014,Corporate,US,47.01,22.0947
15-09-2012,Home Office,LATAM,135.28,64.88
05-11-2012,Corporate,LATAM,73.2,25.6
26-09-2012,Corporate,LATAM,136.62,31.38
05-10-2011,Corporate,LATAM,65.16,7.16
11-11-2013,Consumer,EU,225.84,56.4
13-12-2011,Home Office,APAC,88.35,2.55
13-08-2014,Consumer,APAC,76.32,23.58
31-12-2014,Consumer,US,90.93,2.7279
11-09-2013,Home Office,US,67.56,8.445
22-10-2012,Consumer,LATAM,70.7,21.14
20-09-2012,Corporate,EU,197.7,98.7
19-12-2014,Home Office,EU,47.82,10.5
22-07-2013,Consumer,APAC,58.4073,12.7773
31-12-2013,Consumer,APAC,115.44,-106.26
13-12-2014,Home Office,APAC,76.9401,-1.5399
02-08-2011,Home Office,APAC,262.935,-66.645
26-09-2014,Consumer,US,119.96,35.988
19-12-2013,Corporate,US,66.976,6.6976
02-07-2014,Home Office,Africa,197.91,19.77
08-03-2014,Corporate,LATAM,151.2,75.6
01-03-2012,Home Office,LATAM,506.6,75.9
11-09-2014,Home Office,LATAM,82.86,16.56
11-04-2012,Consumer,LATAM,97.26,13.56
17-03-2012,Consumer,EU,100.62,38.22
28-09-2012,Consumer,EU,59.7,25.05
23-12-2013,Consumer,APAC,244.08,0
31-10-2012,Home Office,APAC,71.685,29.385
18-08-2011,Consumer,APAC,161.94,74.46
20-09-2013,Home Office,US,49.53,23.7744
13-09-2011,Corporate,US,79.4,5.955
28-08-2013,Corporate,US,79.92,27.972
10-12-2012,Corporate,US,134.99,36.4473
06-06-2011,Home Office,US,100.24,33.831
01-11-2011,Corporate,US,76.12,22.0748
26-06-2014,Home Office,Canada,50.46,0.99
29-08-2013,Corporate,EMEA,100.26,21
31-10-2013,Corporate,LATAM,80.3,39.3
18-12-2013,Home Office,LATAM,79.456,5.956
20-10-2014,Consumer,LATAM,114.92,13.76
08-10-2014,Corporate,LATAM,108.48,21.66
06-09-2013,Consumer,LATAM,150.304,-20.696
13-07-2012,Corporate,EU,54.216,5.376
12-03-2012,Home Office,APAC,191.49,-64.83
14-01-2013,Consumer,US,89.568,32.4684
20-03-2012,Corporate,US,49.848,16.8237
03-09-2014,Consumer,EMEA,254.58,45.81
03-03-2014,Corporate,EMEA,43.164,-72.036
20-03-2014,Corporate,Africa,75.6,12
07-01-2013,Consumer,LATAM,44.1,11.88
23-08-2012,Consumer,EU,77.91,5.25
08-05-2013,Corporate,APAC,204.9,85.8
21-11-2011,Corporate,US,193.95,9.6975
27-12-2011,Consumer,US,118.16,-25.109
03-04-2011,Corporate,US,159.98,57.5928
02-09-2012,Corporate,EMEA,55.776,-26.514
24-01-2014,Consumer,Africa,90.3,29.76
14-02-2012,Consumer,LATAM,75.36,30.12
15-10-2012,Consumer,LATAM,193.28,54.08
12-07-2013,Consumer,LATAM,180.736,-42.944
18-11-2012,Consumer,LATAM,59.4,-44.58
